UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,PrivPub,UGDStudents,CostBeforeAid,6yrGradRate,Retention,MDEarnings8yr,InstructionWagesPerStudent,AcadmicSupportWagesPerStudent,ServicesAuxWagesPerStudent,PCTFacWhite,PCTFacNotWhite,PCTFacTwoMoreRace/Ethnic,PCTFacRace/EthnicUnk,PCTFacNRA,PCTFacMale,PCTFacFemale,InstrPerStu,PCTFTStaff,PCTFTTenured,PCTFTTenureTrk,PCTFTNotTenure,PCTProf,PCTAssoProf,PCTAssisProf,PCTInstructors,PCTLecturers,PCTNoRank
199148,297600,2976,University of North Carolina at Greensboro,Greensboro,NC,1,15696,19179,0.5868,0.8084,40547,5846.579893,1108.783596,1596.532686,0.720136519,0.20221843,0.01109215,0.017918089,0.048634812,0.436006826,0.563993174,0.074796126,0.756825939,0.333049404,0.152470187,0.247870528,0.183086312,0.192676548,0.217959895,0.006974717,0.147340889,0.025283348
199157,295000,2950,North Carolina Central University,Durham,NC,1,5476,24075,0.5168,0.7781,34763,6044.793142,1338.243501,1783.454073,0.227826087,0.674782609,0.005217391,0.074782609,0.017391304,0.424347826,0.575652174,0.105368882,0.63826087,0.292894281,0.135181976,0.211438475,0.136915078,0.195840555,0.152512998,0.029462738,0.090121317,0.031195841
199193,297200,2972,North Carolina State University at Raleigh,Raleigh,NC,1,24671,24202,0.839,0.9357,56305,9332.1094,1138.527052,2462.643361,0.715348837,0.196744186,0.007906977,0.041395349,0.038604651,0.606511628,0.393488372,0.115479713,0.856744186,0.383643384,0.122148122,0.220779221,0.313333333,0.194583333,0.182083333,0.000416667,0.072916667,0.004166667
199209,295100,2951,North Carolina Wesleyan College,Rocky Mount,NC,2,1596,44530,0.3145,0.6571,38279,3624.294767,507.9726744,2335.322674,0.697115385,0.298076923,0,0.004807692,0,0.519230769,0.480769231,0.130325815,0.288461538,0.168269231,0.081730769,0.038461538,0.067307692,0.096153846,0.096153846,0.028846154,0,0
199218,298400,2984,University of North Carolina Wilmington,Wilmington,NC,1,14326,24837,0.7352,0.8408,45323,5202.075021,769.0738487,946.3107452,0.690047393,0.114691943,0.011374408,0.113744076,0.07014218,0.441706161,0.558293839,0.074061148,0.687203791,0.344957587,0.184731385,0.155513666,0.175803403,0.177693762,0.183364839,0,0.148393195,0
199272,295300,2953,William Peace University,Raleigh,NC,2,769,47624,0.3814,0.7351,36575,3741.966265,876.3506024,3374.772289,0.82,0.11,0,0.07,0,0.31,0.69,0.130039012,0.37,0.08,0,0.29,0.05,0.09,0.23,0,0,0
199281,295400,2954,University of North Carolina at Pembroke,Pembroke,NC,1,6347,15952,0.4248,0.7072,35580,3593.161341,931.7377148,1101.039579,0.716553288,0.240362812,0.013605442,0.009070295,0.020408163,0.46031746,0.53968254,0.069481645,0.714285714,0.315192744,0.19047619,0.20861678,0.16553288,0.156462585,0.222222222,0.002267574,0.167800454,0
199306,295500,2955,Pfeiffer University,Misenheimer,NC,2,808,44387,0.43,0.6667,40018,5580.541772,1058.851477,1637.875105,0.7578125,0.203125,0.0390625,0,0,0.4921875,0.5078125,0.158415842,0.6875,0,0,0.6875,0.157303371,0.370786517,0.449438202,0.011235955,0,0
199412,295700,2957,Queens University of Charlotte,Charlotte,NC,2,1637,49480,0.5749,0.7904,48727,5427.547049,1479.523097,3359.428144,0.835616438,0.154109589,0.006849315,0,0.003424658,0.328767123,0.671232877,0.178375076,0.448630137,0.215753425,0.092465753,0.140410959,0.116438356,0.116438356,0.150684932,0.054794521,0.010273973,0
199582,296800,2968,Saint Augustine's University,Raleigh,NC,2,953,32073,0.191,0.5192,30555,2478.342342,702.6576577,2487.637838,0.170731707,0.81300813,0,0.016260163,0,0.528455285,0.471544715,0.129066107,0.504065041,0.073170732,0,0.414634146,0.033057851,0.107438017,0.330578512,0.024793388,0,0.016528926
199607,296000,2960,Salem College,Winston-Salem,NC,2,456,44461,0.66,0.4815,36360,6790.372642,1458.444969,3021.034591,0.821917808,0.178082192,0,0,0,0.164383562,0.835616438,0.160087719,0.589041096,0.328767123,0.02739726,0.191780822,0.114285714,0.3,0.142857143,0,0,0.057142857
199643,296200,2962,Shaw University,Raleigh,NC,2,1151,29686,0.187,0.6653,29831,3426.064692,207.6274357,2154.404521,0.255474453,0.737226277,0.00729927,0,0,0.452554745,0.547445255,0.119026933,0.445255474,0,0,0.445255474,0.01459854,0.080291971,0.270072993,0.080291971,0,0
199698,154001,1540,St. Andrews University,Laurinburg,NC,2,862,44686,0.3268,0.5288,40683,3912.273957,208.5963923,4315.860203,0.950617284,0.049382716,0,0,0,0.444444444,0.555555556,0.093967517,0.617283951,0.049382716,0,0.567901235,0.074074074,0.172839506,0.320987654,0.049382716,0,0
199759,296300,2963,Southeastern Baptist Theological Seminary,Wake Forest,NC,2,597,18955,0.4063,0.7625,0,1588.320371,990.7639844,428.6467245,0.938461538,0.061538462,0,0,0,0.869230769,0.130769231,0.232830821,0.407692308,0,0,0.381294964,0.466666667,0.133333333,0.25,0.033333333,0,0
199847,297800,2978,Wake Forest University,Winston-Salem,NC,2,5438,74135,0.8866,0.9455,64279,18348.39003,60665.83229,5999.317328,0.770593446,0.200177148,0.005757307,0.007528787,0.015943313,0.563773251,0.436226749,0.460831188,0.849867139,0.209497207,0.072226656,0.484038308,0.213020372,0.214791851,0.329052259,0.045615589,0.019929141,0.027457927
199865,297900,2979,Warren Wilson College,Swannanoa,NC,2,625,52526,0.4188,0.566,29368,8009.955903,2018.605974,4344.14367,0.882978723,0.085106383,0.010638298,0.021276596,0,0.393617021,0.606382979,0.1504,0.574468085,0,0,0.574468085,0,0,0,0,0,0.574468085
199962,298500,2985,Wingate University,Wingate,NC,2,2671,49769,0.4949,0.6444,43699,5631.573501,1002.717766,2171.902546,0.844504021,0.150134048,0.002680965,0,0.002680965,0.439678284,0.560321716,0.139648072,0.495978552,0,0,0.495978552,0.162162162,0.437837838,0.318918919,0.081081081,0,0
199999,298600,2986,Winston-Salem State University,Winston-Salem,NC,1,4560,20382,0.5,0.7664,36487,7159.158445,713.6517702,1827.650996,0.355392157,0.62745098,0.004901961,0.00245098,0.009803922,0.333333333,0.666666667,0.089473684,0.612745098,0.365196078,0.102941176,0.144607843,0.115196078,0.254901961,0.149509804,0.066176471,0.024509804,0.00245098
200004,298100,2981,Western Carolina University,Cullowhee,NC,1,10387,18462,0.6363,0.8142,40130,4576.986115,764.1216205,1616.446051,0.865311309,0.08386277,0.013977128,0.015247776,0.021601017,0.479034307,0.520965693,0.075767787,0.691232529,0.289707751,0.177890724,0.223634053,0.138500635,0.172808132,0.265565438,0.109275731,0.005082592,0
217624,341700,3417,Allen University,Columbia,SC,2,656,24695,0.1905,0.5022,22898,2722.714894,760.9588652,2703.594326,0.292307692,0.676923077,0.030769231,0,0,0.553846154,0.446153846,0.099085366,0.630769231,0.061538462,0.323076923,0.246153846,0,0.195121951,0.56097561,0.243902439,0,0
217633,341800,3418,Anderson University,Anderson,SC,2,2824,44481,0.5717,0.8435,36772,4119.136435,763.8986486,1888.64579,0.577338129,0.09352518,0.001798561,0.327338129,0,0.474820144,0.525179856,0.196883853,0.293165468,0.073741007,0.059352518,0.160071942,0.128834356,0.239263804,0.423312883,0.153374233,0.055214724,0
217688,341900,3419,Charleston Southern University,Charleston,SC,2,2698,40177,0.4434,0.7024,38410,4890.631045,263.0373134,2168.796119,0.828746177,0.149847095,0.01529052,0.006116208,0,0.556574924,0.443425076,0.12120089,0.685015291,0.088685015,0.333333333,0.165137615,0.142372881,0.169491525,0.26440678,0.06779661,0.006779661,0.108474576
217721,342000,3420,Benedict College,Columbia,SC,2,1724,28000,0.2821,0.6937,27840,3839.119584,874.9046794,2252.128827,0.172131148,0.655737705,0,0.172131148,0,0.508196721,0.491803279,0.070765661,0.721311475,0.352459016,0.163934426,0.204918033,0.12295082,0.286885246,0.131147541,0.180327869,0,0
217776,342200,3422,Southern Wesleyan University,Central,SC,2,1026,35949,0.5421,0.7425,39103,3372.26171,506.8944238,2397.505576,0.754545455,0.190909091,0.036363636,0,0.018181818,0.527272727,0.472727273,0.107212476,0.5,0.1,0.381818182,0.018181818,0.254545455,0.363636364,0.363636364,0.018181818,0,0
217819,342800,3428,College of Charleston,Charleston,SC,1,9100,29545,0.6568,0.7986,44507,5759.411306,870.8158706,1753.520705,0.8368356,0.132262052,0.013597033,0,0.017305315,0.48578492,0.51421508,0.088901099,0.631644005,0.407911001,0.129789864,0.09394314,0.184177998,0.233621755,0.142150803,0.071693449,0,0
217864,342300,3423,Citadel Military College of South Carolina,Charleston,SC,1,2828,30022,0.715,0.8746,58444,7889.867914,1332.654011,4997.029679,0.636655949,0.144694534,0.01607717,0.196141479,0.006430868,0.607717042,0.392282958,0.109971711,0.668810289,0.350482315,0.250803859,0.067524116,0.21221865,0.199356913,0.202572347,0.054662379,0,0
217873,342400,3424,Claflin University,Orangeburg,SC,2,1961,33777,0.4961,0.7015,32919,5248.98584,779.8081055,1613.054688,0.273631841,0.706467662,0,0.004975124,0.014925373,0.532338308,0.467661692,0.103518613,0.592039801,0.246305419,0.251231527,0.088669951,0.088669951,0.18226601,0.236453202,0.078817734,0,0
217882,342500,3425,Clemson University,Clemson,SC,1,20796,32254,0.8492,0.9356,58198,6255.513179,1402.275543,2847.37696,0.755311857,0.204249486,0.003427005,0.037011652,0,0.59972584,0.40027416,0.091219465,0.932145305,0.347917765,0.159198735,0.290458619,0.218730746,0.201478743,0.166974738,0.001232286,0.214417745,0.035120148
217907,342700,3427,Coker University,Hartsville,SC,2,950,42395,0.5328,0.6906,34351,4288.841766,598.1527139,2696.189512,0.922413793,0.068965517,0.00862069,0,0,0.474137931,0.525862069,0.122105263,0.594827586,0.362068966,0.163793103,0.068965517,0.24137931,0.163793103,0.163793103,0,0.025862069,0
217925,342900,3429,Columbia International University,Columbia,SC,2,731,36979,0.6827,0.6894,31631,2341.387512,470.4995234,2056.496663,0.758974359,0.21025641,0,0.030769231,0,0.6,0.4,0.266757866,0.246153846,0,0,0.235897436,0.448979592,0.489795918,0,0,0,0.040816327
217934,343000,3430,Columbia College,Columbia,SC,2,977,33178,0.6618,0.5904,34311,3847.83908,233.1469622,1623.762726,0.841772152,0.158227848,0,0,0,0.341772152,0.658227848,0.167860798,0.297468354,0.109756098,0.12804878,0.048780488,0.069620253,0.063291139,0.113924051,0,0.050632911,0
217961,343100,3431,Converse University,Spartanburg,SC,2,737,33858,0.515,0.7258,34315,5218.948439,968.3362382,2035.034858,0.920454545,0.079545455,0,0,0,0.340909091,0.659090909,0.120759837,0.954545455,0.505617978,0.370786517,0.06741573,0.204545455,0.295454545,0.397727273,0.034090909,0.022727273,0
217998,343200,3432,Erskine College,Due West,SC,2,809,52411,0.5187,0.7477,41216,2938.202545,473.7698834,2263.957582,0.907692308,0.092307692,0,0,0,0.523076923,0.476923077,0.080346106,0.661538462,0.338461538,0.276923077,0.046153846,0.488372093,0.162790698,0.348837209,0,0,0
218061,922600,9226,Francis Marion University,Florence,SC,1,3025,21888,0.4405,0.6756,36018,4546.262295,637.4259884,776.0443587,0.848184818,0.122112211,0,0.01320132,0.01650165,0.396039604,0.603960396,0.100165289,0.699669967,0.376237624,0.257425743,0.066006601,0.227722772,0.155115512,0.273927393,0.04290429,0,0
218070,343400,3434,Furman University,Greenville,SC,2,2341,67299,0.8091,0.8102,52746,11054.53954,4204.41566,5682.934164,0.845659164,0.138263666,0.009646302,0,0.006430868,0.536977492,0.463022508,0.134130713,0.836012862,0.522292994,0.191082803,0.114649682,0.260450161,0.093247588,0.379421222,0.041800643,0.045016077,0.01607717
218229,343500,3435,Lander University,Greenwood,SC,1,3279,24474,0.4882,0.7466,34183,3329.45602,430.8462852,1707.38144,0.817275748,0.102990033,0.006644518,0.073089701,0,0.42192691,0.57807309,0.091796279,0.514950166,0.186046512,0.176079734,0.15282392,0.066445183,0.106312292,0.186046512,0.029900332,0.11627907,0.009966777
218238,343600,3436,Limestone University,Gaffney,SC,2,1817,42137,0.3276,0.6166,38884,3680.659804,354.2063819,2247.06948,0.79787234,0.20212766,0,0,0,0.457446809,0.542553191,0.059988993,1,0.394495413,0.302752294,0.165137615,0.265957447,0.244680851,0.276595745,0.021276596,0.191489362,0
218399,343900,3439,Morris College,Sumter,SC,2,394,27066,0.2634,0.36,26065,7236.405063,1791.653165,3121.663291,0.210526316,0.789473684,0,0,0,0.578947368,0.421052632,0.096446701,0.578947368,0,0,0.578947368,0.157894737,0.157894737,0.236842105,0.026315789,0,0
218414,344000,3440,Newberry College,Newberry,SC,2,1251,42320,0.5201,0.6706,38611,4096.545382,1032.899682,2953.275478,0.881818182,0.1,0.018181818,0,0,0.490909091,0.509090909,0.087929656,0.690909091,0.318181818,0.236363636,0.136363636,0.210526316,0.276315789,0.486842105,0.026315789,0,0
218441,344100,3441,North Greenville University,Tigerville,SC,2,1731,37771,0.5146,0.765,36234,4619.257018,1228.379386,2728.24386,0.767326733,0.059405941,0,0.173267327,0,0.564356436,0.435643564,0.116695552,0.762376238,0,0,0.762376238,0.247524752,0.128712871,0.178217822,0.207920792,0,0
218539,344500,3445,Presbyterian College,Clinton,SC,2,988,53720,0.6364,0.7222,45543,7708.41864,1792.667685,3896.103132,0.8671875,0.0390625,0,0.0703125,0.0234375,0.6015625,0.3984375,0.129554656,0.7890625,0.546875,0.1171875,0.125,0.415841584,0.316831683,0.257425743,0.00990099,0,0
218645,344900,3449,University of South Carolina Aiken,Aiken,SC,1,2975,20735,0.4108,0.6583,38632,3749.12855,579.3278398,1127.924442,0.793650794,0.154761905,0.015873016,0.031746032,0.003968254,0.44047619,0.55952381,0.084705882,0.626984127,0.301587302,0.194444444,0.130952381,0.119047619,0.206349206,0.170634921,0.130952381,0,0
218654,345000,3450,University of South Carolina Beaufort,Bluffton,SC,1,1898,24235,0.3448,0.6264,40484,4604.29661,1262.99003,1314.123629,0.842767296,0.094339623,0.006289308,0.037735849,0.018867925,0.421383648,0.578616352,0.083772392,0.591194969,0.232704403,0.188679245,0.169811321,0.06918239,0.201257862,0.163522013,0.157232704,0,0
218663,344800,3448,University of South Carolina-Columbia,Columbia,SC,1,27053,28602,0.7801,0.8986,49813,7206.090668,1270.846123,2304.107894,0.760757315,0.197504303,0.003872633,0.014199656,0.023666093,0.512478485,0.487521515,0.099914982,0.72848537,0.312985572,0.110987791,0.209766926,0.204778157,0.226109215,0.184726962,0.093856655,0.01109215,0.001706485
218724,345100,3451,Coastal Carolina University,Conway,SC,1,9085,24313,0.4599,0.7345,40477,5888.362819,917.3571852,2332.678889,0.856443719,0.127243067,0.006525285,0.009787928,0,0.510603589,0.489396411,0.067473858,0.792822186,0.358890701,0.184339315,0.24959217,0.21399177,0.251028807,0.232510288,0.012345679,0.290123457,0
218733,344600,3446,South Carolina State University,Orangeburg,SC,1,2012,30015,0.2991,0.688,32359,6074.634887,921.3044036,2594.790081,0.188888889,0.8,0.005555556,0.005555556,0,0.494444444,0.505555556,0.119284294,0.722222222,0.275,0.1375,0.133333333,0.259541985,0.244274809,0.297709924,0.190839695,0,0
218742,695100,6951,University of South Carolina-Upstate,Spartanburg,SC,1,4999,23660,0.4723,0.7185,40306,4119.605333,658.4403776,1143.671083,0.766509434,0.200471698,0,0.021226415,0.011792453,0.396226415,0.603773585,0.084816963,0.547169811,0.226415094,0.158018868,0.162735849,0.099056604,0.134433962,0.150943396,0.162735849,0,0
218919,345500,3455,Voorhees College,Denmark,SC,2,368,26306,0.4118,0.546,27870,5992.69837,1925.959239,3155.44837,0.113207547,0.79245283,0,0.094339623,0,0.490566038,0.509433962,0.149456522,0.58490566,0.090909091,0.472727273,0,0.037735849,0.113207547,0.339622642,0.094339623,0,0
218964,345600,3456,Winthrop University,Rock Hill,SC,1,4219,29266,0.6081,0.699,39095,4987.175036,859.615495,1965.514885,0.802761341,0.169625247,0.013806706,0.003944773,0.009861933,0.388560158,0.611439842,0.12040768,0.560157791,0.293307087,0.165354331,0.102362205,0.159448819,0.155511811,0.177165354,0.066929134,0,0
218973,345700,3457,Wofford College,Spartanburg,SC,2,1760,62262,0.8049,0.8861,56674,7130.729025,1729.577098,4327.204649,0.8,0.103030303,0.012121212,0.084848485,0,0.551515152,0.448484848,0.09375,0.860606061,0.648484848,0.151515152,0.060606061,0.309090909,0.260606061,0.23030303,0.060606061,0,0
219602,347800,3478,Austin Peay State University,Clarksville,TN,1,8195,23931,0.4831,0.7021,36791,4347.306854,783.6942173,1309.683411,0.798550725,0.142028986,0.020289855,0.017391304,0.02173913,0.449275362,0.550724638,0.084197682,0.566666667,0.350724638,0.156521739,0.05942029,0.342710997,0.255754476,0.299232737,0.099744246,0,0.002557545
219709,347900,3479,Belmont University,Nashville,TN,2,6618,54595,0.7101,0.8238,47287,7056.230375,1262.666017,2024.534373,0.818399044,0.115890084,0.007168459,0.050179211,0.008363202,0.471923536,0.528076464,0.126473255,0.457586619,0.275985663,0.126642772,0.054958184,0.135005974,0.151732378,0.121863799,0.048984468,0,0
219718,348000,3480,Bethel University,McKenzie,TN,2,2461,30992,0.3491,0.6127,38465,2149.569358,255.2286928,1313.699575,0.866220736,0.120401338,0,0.013377926,0,0.498327759,0.501672241,0.121495327,0.531772575,0.137123746,0,0.394648829,0.125786164,0.238993711,0.163522013,0.056603774,0.41509434,0
219790,353600,3536,Bryan College-Dayton,Dayton,TN,2,787,38061,0.4734,0.6425,43546,2576.504249,502.6961756,1890.848442,0.953642384,0.033112583,0,0.013245033,0,0.569536424,0.430463576,0.191867853,0.258278146,0,0,0.258278146,0.119205298,0.059602649,0.052980132,0.026490066,0,0
219806,348100,3481,Carson-Newman University,Jefferson City,TN,2,1635,40422,0.5205,0.6888,38512,3077.995878,313.8698042,1771.079011,0.961206897,0.034482759,0.004310345,0,0,0.418103448,0.581896552,0.141896024,0.495689655,0.219827586,0.198275862,0.077586207,0.13362069,0.163793103,0.181034483,0.017241379,0,0
219833,348200,3482,Christian Brothers University,Memphis,TN,2,1374,43939,0.567,0.8142,47020,5082.809176,1073.383212,1609.163712,0.61440678,0.148305085,0,0.199152542,0.038135593,0.597457627,0.402542373,0.171761281,0.478813559,0.25,0.088983051,0.139830508,0.247863248,0.324786325,0.333333333,0.05982906,0,0
219949,348500,3485,Cumberland University,Lebanon,TN,2,1947,38392,0.5393,0.6622,45658,2189.189349,50.65014793,1186.025888,0.710526316,0.052631579,0,0.236842105,0,0.426315789,0.573684211,0.09758603,0.415789474,0,0,0.415789474,0.068421053,0.078947368,0.178947368,0.089473684,0,0
219976,348600,3486,Lipscomb University,Nashville,TN,2,2986,49074,0.6875,0.8571,45282,6555.681613,1083.698403,2304.837428,0.866396761,0.103238866,0.012145749,0.018218623,0,0.502024291,0.497975709,0.166443403,0.469635628,0.128772636,0.203219316,0.14084507,0.116700201,0.152917505,0.160965795,0.028169014,0.00804829,0
220075,348700,3487,East Tennessee State University,Johnson City,TN,1,10705,22323,0.4963,0.7788,37567,8217.002479,1504.287173,1183.06111,0.824662813,0.081888247,0.016377649,0.014450867,0.062620424,0.49132948,0.50867052,0.103783279,0.744701349,0.365436544,0.124212421,0.271827183,0.210621062,0.177317732,0.212421242,0.03420342,0.055805581,0.00540054
220181,349000,3490,Fisk University,Nashville,TN,2,879,37482,0.5051,0.8025,35897,3684.667398,2468.45225,2742.279912,0.265822785,0.708860759,0.012658228,0.012658228,0,0.506329114,0.493670886,0.100113766,0.708860759,0.295454545,0.181818182,0.159090909,0.1125,0.325,0.15,0.1,0,0.0125
220206,3001800,30018,Welch College,Gallatin,TN,2,278,34108,0.72,0.7,31156,3428.435754,985.7150838,1454.296089,0.875,0.041666667,0.0625,0.020833333,0,0.604166667,0.395833333,0.172661871,0.375,0,0,0.375,0.145833333,0.041666667,0.041666667,0.145833333,0,0
220215,349200,3492,Freed-Hardeman University,Henderson,TN,2,1360,35099,0.6559,0.8165,38292,3736.195155,345.1096892,1767.936929,0.923076923,0.041420118,0.00591716,0.029585799,0,0.573964497,0.426035503,0.124264706,0.585798817,0.319526627,0.142011834,0.124260355,0.18627451,0.31372549,0.323529412,0.147058824,0,0
220516,349600,3496,King University,Bristol,TN,2,1360,42662,0.5,0.6386,48564,4456.241123,423.360252,1989.296105,0.946153846,0.053846154,0,0,0,0.369230769,0.630769231,0.095588235,0.646153846,0,0,0.646153846,0.107692308,0.230769231,0.276923077,0.030769231,0,0
220598,349900,3499,Lane College,Jackson,TN,2,1095,23551,0.2276,0.5495,27670,2930.842922,1075.122374,2554.53516,0.28358209,0.701492537,0.014925373,0,0,0.671641791,0.328358209,0.061187215,0.850746269,0.119402985,0.313432836,0.417910448,0.014925373,0.179104478,0.582089552,0.074626866,0,0
220604,350100,3501,Le Moyne-Owen College,Memphis,TN,2,654,18056,0.1517,0.4786,29022,4092.08104,698.9587156,1977.139144,0.08988764,0.91011236,0,0,0,0.528089888,0.471910112,0.140672783,0.438202247,0.217391304,0.054347826,0.152173913,0.08988764,0.08988764,0.168539326,0.08988764,0,0
220613,350000,3500,Lee University,Cleveland,TN,2,3812,31522,0.6255,0.8081,37165,3592.308801,284.3270561,1121.925634,0.874776386,0.073345259,0.008944544,0.04293381,0,0.527728086,0.472271914,0.146642183,0.329159213,0.177101968,0.091234347,0.060822898,0.23923445,0.263157895,0.229665072,0,0.148325359,0
220631,350200,3502,Lincoln Memorial University,Harrogate,TN,2,1612,36365,0.5276,0.7619,38670,5170.082907,3344.344729,1998.867144,0.75,0.071428571,0.006802721,0.171768707,0,0.465986395,0.534013605,0.364764268,0.532312925,0.008503401,0.003401361,0.503401361,0.041666667,0.147569444,0.229166667,0.085069444,0.022569444,0.017361111
220701,350400,3504,The University of Tennessee Southern,Pulaski,TN,2,709,40576,0.3214,0.5708,33401,4136.116995,512.7142857,2816.400246,0.904761905,0.095238095,0,0,0,0.523809524,0.476190476,0.059238364,1,0.357142857,0.428571429,0.214285714,0.214285714,0.214285714,0.380952381,0.19047619,0,0
220710,350500,3505,Maryville College,Maryville,TN,2,997,49603,0.4518,0.7132,41559,5293.729478,1261.445896,3250.102612,0.538461538,0.025641026,0,0.435897436,0,0.435897436,0.564102564,0.117352056,0.632478632,0.376068376,0.145299145,0.111111111,0.243243243,0.337837838,0.243243243,0,0.175675676,0
220862,350900,3509,University of Memphis,Memphis,TN,1,15444,24139,0.5154,0.7952,40308,4237.148975,898.6595361,1454.545147,0.690423163,0.276911656,0.012620638,0.005939124,0.014105419,0.46250928,0.53749072,0.094146594,0.657757981,0.299862448,0.125171939,0.244841816,0.136995828,0.177329624,0.168984701,0.132823366,0,0
220978,351000,3510,Middle Tennessee State University,Murfreesboro,TN,1,18005,21241,0.5115,0.7852,40811,4875.799094,1064.539583,1218.662772,0.819905213,0.156398104,0.008688784,0.008688784,0.006319115,0.498420221,0.501579779,0.070980283,0.747235387,0.424882629,0.14084507,0.182316119,0.267032106,0.176194205,0.14330462,0.039937353,0.114330462,0
221351,351900,3519,Rhodes College,Memphis,TN,2,1801,64249,0.8166,0.8743,56676,10744.66347,1811.9552,4710.6128,0.737556561,0.176470588,0.013574661,0.036199095,0.036199095,0.552036199,0.447963801,0.122709606,0.823529412,0.479638009,0.235294118,0.108597285,0.180995475,0.312217195,0.312217195,0.018099548,0,0
221519,353400,3534,The University of the South,Sewanee,TN,2,1698,62647,0.8026,0.8653,50471,10475.13278,2526.686111,5815.174444,0.781094527,0.134328358,0.024875622,0.004975124,0.054726368,0.572139303,0.427860697,0.118374558,0.845771144,0.492537313,0.194029851,0.15920398,0.28358209,0.243781095,0.298507463,0.019900498,0,0
221661,351800,3518,Southern Adventist University,Collegedale,TN,2,2296,35820,0.528,0.8106,41284,4726.904029,635.585348,2669.636264,0.792857143,0.192857143,0,0.014285714,0,0.471428571,0.528571429,0.06184669,0.992857143,0,0,0.971830986,0.434782609,0.405797101,0.15942029,0,0,0.007246377
221731,352500,3525,Tennessee Wesleyan University,Athens,TN,2,976,33219,0.4764,0.7723,38864,4499.458781,234.7679211,1722.19086,0.888888889,0.083333333,0,0,0.027777778,0.430555556,0.569444444,0.073770492,0.986111111,0.319444444,0.305555556,0.361111111,0.208333333,0.236111111,0.527777778,0.013888889,0,0
221740,352900,3529,The University of Tennessee-Chattanooga,Chattanooga,TN,1,10256,23436,0.5002,0.7671,40783,4854.697306,767.6867326,1653.24028,0.819277108,0.145917001,0.00669344,0.00669344,0.021419009,0.491298527,0.508701473,0.073322933,0.666666667,0.289893617,0.167553191,0.21143617,0.17287234,0.135638298,0.175531915,0.002659574,0.171542553,0.003989362
221759,353000,3530,The University of Tennessee-Knoxville,Knoxville,TN,1,24146,32010,0.7112,0.8864,49375,6602.603423,1876.110671,2899.294545,0.793375394,0.168769716,0.007360673,0.001577287,0.02891693,0.523133544,0.476866456,0.086101218,0.875394322,0.418951419,0.151515152,0.301106301,0.250601251,0.194805195,0.164983165,0.013949014,0.173160173,0.003367003
221768,353100,3531,The University of Tennessee-Martin,Martin,TN,1,5151,21200,0.5367,0.7377,36891,4368.222987,875.5583813,1385.362372,0.884615385,0.095022624,0.002262443,0,0.018099548,0.524886878,0.475113122,0.087749951,0.662895928,0.360619469,0.117256637,0.170353982,0.205882353,0.158371041,0.122171946,0.022624434,0.153846154,0
221838,352200,3522,Tennessee State University,Nashville,TN,1,5707,22509,0.2556,0.6425,35926,5455.936179,798.3025607,1603.403152,0.295454545,0.617768595,0.020661157,0.004132231,0.061983471,0.493801653,0.506198347,0.089889609,0.756198347,0.477582846,0.251461988,0.035087719,0.275510204,0.295918367,0.216836735,0.012755102,0,0.132653061
221847,352300,3523,Tennessee Technological University,Cookeville,TN,1,8564,24458,0.5702,0.7748,40744,4357.691068,1004.171956,1206.80623,0.85509839,0.128801431,0,0,0.016100179,0.534883721,0.465116279,0.067491826,0.797853309,0.493079585,0.153979239,0.157439446,0.28172043,0.251612903,0.191397849,0.096774194,0.137634409,0
221892,352600,3526,Trevecca Nazarene University,Nashville,TN,2,1963,34473,0.5597,0.7398,42676,3098.669103,505.2782258,1440.411542,0.75308642,0.127572016,0,0.119341564,0,0.534979424,0.465020576,0.123790117,0.386831276,0.098765432,0.288065844,0,0.372340426,0.372340426,0.234042553,0.021276596,0,0
221953,352700,3527,Tusculum University,Greeneville,TN,2,1194,39440,0.3589,0.6667,38151,3867.885817,489.2289663,2179.001202,0.876404494,0.056179775,0.02247191,0.04494382,0,0.505617978,0.494382022,0.074539363,0.719101124,0,0,0.719101124,0.056179775,0.235955056,0.382022472,0.04494382,0,0
221971,352800,3528,Union University,Jackson,TN,2,1959,54324,0.6586,0.8692,45663,7793.94041,963.1517421,1884.486812,0.870523416,0.123966942,0,0.002754821,0.002754821,0.460055096,0.539944904,0.185298622,0.614325069,0.26446281,0.283746556,0.027548209,0.240687679,0.151862464,0.206303725,0,0,0.040114613
221999,353500,3535,Vanderbilt University,Nashville,TN,2,7052,73148,0.9275,0.9613,72934,15753.57967,5541.784073,6313.37416,0.645669291,0.12992126,0.00656168,0.193569554,0.024278215,0.519028871,0.480971129,0.273255814,0.819553806,0.321224702,0.091333679,0.327451998,0.279837775,0.159327926,0.162224797,0.023174971,0.092699884,0.006373117
222178,353700,3537,Abilene Christian University,Abilene,TX,2,3480,51577,0.6598,0.765,46972,5191.810244,1098.602155,2720.018144,0.836185819,0.100244499,0.012224939,0.036674817,0.014669927,0.528117359,0.471882641,0.118965517,0.665036675,0.338164251,0.120772947,0.210144928,0.164251208,0.185990338,0.144927536,0.072463768,0,0.089371981
222628,2259400,22594,Amberton University,Garland,TX,2,186,,,,0,1950.677244,380.5512239,307.4388033,0.739130435,0.260869565,0,0,0,0.586956522,0.413043478,0.247311828,0.391304348,0,0,0.391304348,0.304347826,0.065217391,0.02173913,0,0,0
